,title,links,h_score,m_score
119,"Despite recent successes, IPO market still won’t fully open until 2025",https://techcrunch.com/2024/05/03/despite-recent-successes-ipo-market-still-wont-fully-open-until-2025/,0.66013277,0.09772208
120,EQT snaps up API and identity management software company WSO2 for more than $600M,https://techcrunch.com/2024/05/03/eqt-snaps-up-enterprise-software-company-wso2-for-more-than-600m/,0.46158725,-0.05684008
121,How to play Pokémon and other Game Boy games on your iPhone,https://techcrunch.com/2024/05/03/how-to-play-pokemon-and-other-game-boy-games-on-your-iphone/,0.43952522,0.019025594
122,"10 years in the making, retro game emulator Delta is now No. 1 on the iOS charts",https://techcrunch.com/2024/05/03/retro-game-emulator-delta-app-store-ios/,0.45579943,0.07681488
123,Climate tech investment roars back with an $8.1B start to 2024,https://techcrunch.com/2024/05/03/climate-tech-investment-roars-back-with-an-8-1b-start-to-2024/,0.55229074,0.010606285
124,"Allozymes puts its accelerated enzymatics to work on a data and AI play, raising $15M",https://techcrunch.com/2024/05/03/allozymes-puts-its-accelerated-enzymatics-to-work-on-a-data-and-ai-play-raising-15m/,0.47693908,0.19625232
125,Cloud revenue accelerates 21% to $76 billion for the latest earnings cycle,https://techcrunch.com/2024/05/03/cloud-revenue-accelerates-21-to-76-billion-for-the-latest-earnings-cycle/,0.71049476,0.103947684
126,TechCrunch Minute: Spotify’s move to paywall lyrics is putting pressure on free users,https://techcrunch.com/2024/05/03/techcrunch-minute-spotify-move-to-paywall-lyrics-putting-pressure-on-free-users/,0.44817472,-0.0009249747
127,UnitedHealth data breach should be a wake-up call for the UK and NHS,https://techcrunch.com/2024/05/03/unitedhealth-data-privacy-drama-should-be-a-wakeup-call-for-the-uk-and-nhs/,0.4329902,-0.0020239763
128,NASA is expanding its Wallops Island facility to support three times as many launches,https://techcrunch.com/2024/05/03/nasa-is-expanding-its-wallops-island-facility-to-support-three-times-as-many-launches/,0.47276753,0.12063387
129,Paper Problem,https://mittr-frontend-prod.herokuapp.com/s/603505/paper-problem/,0.5658761,0.04827692
130,Playtime’s Over,https://mittr-frontend-prod.herokuapp.com/s/603504/playtimes-over/,0.39049158,0.2019766
131,Amazon’s Vision of Drone Deliveries Now Involves Parachutes,https://mittr-frontend-prod.herokuapp.com/s/603654/amazons-vision-of-drone-deliveries-now-involves-parachutes/,0.4555382,0.012981393
132,Siri May Get Smarter by Learning from Its Mistakes,https://mittr-frontend-prod.herokuapp.com/s/603613/siri-may-get-smarter-by-learning-from-its-mistakes/,0.5031086,0.057783507
133,FedEx Bets on Automation as It Prepares to Fend Off Uber and Amazon,https://mittr-frontend-prod.herokuapp.com/s/602896/fedex-bets-on-automation-as-it-prepares-to-fend-off-uber-and-amazon/,0.43061692,0.028899562
134,This Robot Will Carry Your Stuff and Follow You Around,https://mittr-frontend-prod.herokuapp.com/s/603558/this-robot-will-carry-your-stuff-and-follow-you-around/,0.42997694,0.11125611
135,These Paper Drones Are Built for One-Way Missions,https://mittr-frontend-prod.herokuapp.com/s/603552/these-paper-drones-are-built-for-one-way-missions/,0.5536711,0.06589321
136,Botnets Could Meet Their Match in Robot Hackers,https://mittr-frontend-prod.herokuapp.com/s/603532/botnets-could-meet-their-match-in-robot-hackers/,0.479177,0.09427042
137,Boston Dynamics Has a New “Nightmare-Inducing” Robot,https://mittr-frontend-prod.herokuapp.com/s/603548/boston-dynamics-has-a-new-nightmare-inducing-robot/,0.48955834,0.023646759
138,Robotic Grocers Have Learned How to Handle Your Vegetables,https://mittr-frontend-prod.herokuapp.com/s/603540/robotic-grocers-have-learned-how-to-handle-your-vegetables/,0.55085886,0.14237565
139,This Robot Will Sail for Months on the Lookout for a Tsunami,https://mittr-frontend-prod.herokuapp.com/s/603538/this-robot-will-sail-for-months-on-the-lookout-for-a-tsunami/,0.40728822,0.19226862
140,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/05/02/kals-cartoon,0.57123536,0.108367816
141,Business,https://www.economist.com/the-world-this-week/2024/05/02/business,0.62039506,-0.011437263
142,Politics,https://www.economist.com/the-world-this-week/2024/05/02/politics,0.39962202,0.06420521
143,This week’s covers,https://www.economist.com/the-world-this-week/2024/05/02/this-weeks-covers,0.42220843,0.13031007
144,Politics,https://www.economist.com/the-world-this-week/2024/04/25/politics,0.48514333,0.03357391
145,Business,https://www.economist.com/the-world-this-week/2024/04/25/business,0.65357643,0.06637838
146,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/04/25/kals-cartoon,0.59521216,0.061579235
147,This week’s cover,https://www.economist.com/the-world-this-week/2024/04/25/this-weeks-cover,0.7006589,0.1061165
148,This week’s cover,https://www.economist.com/the-world-this-week/2024/04/18/this-weeks-cover,0.47951943,0.072813086
149,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/04/18/kals-cartoon,0.7869474,0.061951086
150,Politics,https://www.economist.com/the-world-this-week/2024/04/18/politics,0.54119766,-0.00019784644
151,Business,https://www.economist.com/the-world-this-week/2024/04/18/business,0.7414249,0.042847462
152,Politics,https://www.economist.com/the-world-this-week/2024/04/11/politics,0.44799063,0.024889644
153,Business,https://www.economist.com/the-world-this-week/2024/04/11/business,0.59730124,0.0032628654
154,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/04/11/kals-cartoon,0.6193749,0.048723176
155,This week’s covers,https://www.economist.com/the-world-this-week/2024/04/11/this-weeks-covers,0.45199543,0.20233887
156,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/04/04/kals-cartoon,0.63837516,0.08465632
157,Business,https://www.economist.com/the-world-this-week/2024/04/04/business,0.46299636,0.049059942
158,Politics,https://www.economist.com/the-world-this-week/2024/04/04/politics,0.48084718,-0.03179083
159,This week’s cover,https://www.economist.com/the-world-this-week/2024/04/04/this-weeks-cover,0.59908295,0.09601377
160,Politics,https://www.economist.com/the-world-this-week/2024/03/27/politics,0.6628291,0.07531305
161,Business,https://www.economist.com/the-world-this-week/2024/03/27/business,0.516986,0.052853674
162,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/03/27/kals-cartoon,0.6467911,0.119511575
163,This week’s covers,https://www.economist.com/the-world-this-week/2024/03/27/this-weeks-covers,0.4565399,0.21017766
164,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/03/21/kals-cartoon,0.6279126,0.05769922
165,Business,https://www.economist.com/the-world-this-week/2024/03/21/business,0.5269525,0.023700504
166,Politics,https://www.economist.com/the-world-this-week/2024/03/21/politics,0.6121582,-0.007626971
167,This week’s covers,https://www.economist.com/the-world-this-week/2024/03/21/this-weeks-covers,0.4123937,0.121616885
168,Politics,https://www.economist.com/the-world-this-week/2024/03/14/politics,0.363442,0.012354659
169,Business,https://www.economist.com/the-world-this-week/2024/03/14/business,0.6646967,0.031657558
170,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/03/14/kals-cartoon,0.6704397,0.022633227
171,This week’s covers,https://www.economist.com/the-world-this-week/2024/03/14/this-weeks-covers,0.46122438,0.05801741
172,Business,https://www.economist.com/the-world-this-week/2024/03/07/business,0.7467796,0.10176424
173,Politics,https://www.economist.com/the-world-this-week/2024/03/07/politics,0.4360901,0.02939453
174,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/03/07/kals-cartoon,0.5999346,0.061362263
175,This week’s cover,https://www.economist.com/the-world-this-week/2024/03/07/this-weeks-cover,0.52635974,0.07348819
176,Politics,https://www.economist.com/the-world-this-week/2024/02/29/politics,0.51679945,0.061315183
177,Business,https://www.economist.com/the-world-this-week/2024/02/29/business,0.5738205,0.0015390888
178,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/02/29/kals-cartoon,0.6436287,0.056791432
179,This week’s covers,https://www.economist.com/the-world-this-week/2024/02/29/this-weeks-covers,0.41137314,0.091960296
180,Politics,https://www.economist.com/the-world-this-week/2024/02/22/politics,0.58190084,0.032954425
181,Business,https://www.economist.com/the-world-this-week/2024/02/22/business,0.5138109,0.003732189
182,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/02/22/kals-cartoon,0.6827055,0.08524005
183,This week’s cover,https://www.economist.com/the-world-this-week/2024/02/22/this-weeks-cover,0.46543658,0.032327227
184,Politics,https://www.economist.com/the-world-this-week/2024/02/15/politics,0.6889961,-0.036446854
185,Business,https://www.economist.com/the-world-this-week/2024/02/15/business,0.5158863,0.0014930032
186,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/02/15/kals-cartoon,0.60292643,0.06414436
187,This week’s cover,https://www.economist.com/the-world-this-week/2024/02/15/this-weeks-cover,0.4838275,0.03670971
188,Politics,https://www.economist.com/the-world-this-week/2024/02/08/politics,0.50571764,0.09125464
189,Business,https://www.economist.com/the-world-this-week/2024/02/08/business,0.4744228,0.028677255
190,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/02/08/kals-cartoon,0.6470114,0.094875306
191,This week’s covers,https://www.economist.com/the-world-this-week/2024/02/08/this-weeks-covers,0.7305292,0.023387998
192,Politics,https://www.economist.com/the-world-this-week/2024/02/01/politics,0.47338602,-0.007572826
193,Business,https://www.economist.com/the-world-this-week/2024/02/01/business,0.49121994,-0.008427637
194,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/02/01/kals-cartoon,0.68415004,0.16383068
195,This week’s covers,https://www.economist.com/the-world-this-week/2024/02/01/this-weeks-covers,0.41688675,0.13776237
196,Politics,https://www.economist.com/the-world-this-week/2024/01/25/politics,0.6481226,-0.0002408037
197,Business,https://www.economist.com/the-world-this-week/2024/01/25/business,0.5269811,0.022900535
198,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/01/25/kals-cartoon,0.730157,0.09655799
199,This week’s covers,https://www.economist.com/the-world-this-week/2024/01/25/this-weeks-covers,0.46197793,0.2292045
200,This week’s covers,https://www.economist.com/the-world-this-week/2024/01/18/this-weeks-covers,0.5625837,0.11267133
201,Politics,https://www.economist.com/the-world-this-week/2024/01/18/politics,0.45515984,0.044906136
202,Business,https://www.economist.com/the-world-this-week/2024/01/18/business,0.54175687,-0.0116566215
203,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/01/18/kals-cartoon,0.6272268,0.008153707
204,This week’s covers,https://www.economist.com/the-world-this-week/2024/01/11/this-weeks-covers,0.59665954,0.048318766
205,Politics,https://www.economist.com/the-world-this-week/2024/01/11/politics,0.49506754,0.05093863
206,Business,https://www.economist.com/the-world-this-week/2024/01/11/business,0.54754853,-0.0425551
207,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/01/11/kals-cartoon,0.682746,0.08212653
208,The world this week,https://www.economist.com/the-world-this-week/2024/01/04/the-world-this-week,0.56474817,0.00864242
209,KAL’s cartoon,https://www.economist.com/the-world-this-week/2024/01/04/kals-cartoon,0.6697513,0.12129913
210,This week’s cover,https://www.economist.com/the-world-this-week/2023/12/20/this-weeks-cover,0.41881382,0.15434545
211,The world this year 2023,https://www.economist.com/the-world-this-week/2023/12/20/the-world-this-year-2023,0.46930075,0.040315405
212,KAL’s cartoon,https://www.economist.com/the-world-this-week/2023/12/20/kals-cartoon,0.8134858,0.08656626
213,Politics,https://www.economist.com/the-world-this-week/2023/12/14/politics,0.41884917,0.053189255
214,Business,https://www.economist.com/the-world-this-week/2023/12/14/business,0.5624507,-0.0073004514
215,KAL’s cartoon,https://www.economist.com/the-world-this-week/2023/12/14/kals-cartoon,0.723523,0.0701201
216,This week’s covers,https://www.economist.com/the-world-this-week/2023/12/07/this-weeks-covers,0.44315335,0.12899826
217,Politics,https://www.economist.com/the-world-this-week/2023/12/07/politics,0.44790992,0.035453442
218,Business,https://www.economist.com/the-world-this-week/2023/12/07/business,0.6808232,-0.013945587
219,KAL’s cartoon,https://www.economist.com/the-world-this-week/2023/12/07/kals-cartoon,0.7391459,0.045682255
220,Politics,https://www.economist.com/the-world-this-week/2023/11/30/politics,0.45108223,0.088585
221,Business,https://www.economist.com/the-world-this-week/2023/11/30/business,0.41400135,0.04950828
222,KAL’s cartoon,https://www.economist.com/the-world-this-week/2023/11/30/kals-cartoon,0.7280778,0.12046703
223,This week’s covers,https://www.economist.com/the-world-this-week/2023/11/30/this-weeks-covers,0.468849,0.13434118
224,Politics,https://www.economist.com/the-world-this-week/2023/11/23/politics,0.4723254,0.0116682425
225,This week’s covers,https://www.economist.com/the-world-this-week/2023/11/23/this-weeks-covers,0.47235346,0.14936474
226,Politics,https://www.economist.com/the-world-this-week/2023/11/16/politics,0.43751746,-0.0073902756
227,Business,https://www.economist.com/the-world-this-week/2023/11/16/business,0.41105843,0.026325751
228,KAL’s cartoon,https://www.economist.com/the-world-this-week/2023/11/16/kals-cartoon,0.6380994,0.06263578
229,Politics,https://www.economist.com/the-world-this-week/2023/11/09/politics,0.44081557,0.013323961
230,Business,https://www.economist.com/the-world-this-week/2023/11/09/business,0.44576752,-0.028083764
231,KAL’s cartoon,https://www.economist.com/the-world-this-week/2023/11/09/kals-cartoon,0.72105503,0.06668008
232,When notifications remind us of things we’d rather forget,https://www.theverge.com/24147418/intrusive-notifications-bad-memories-cloud-storage,0.36628425,0.011794841
233,Microsoft says it did a lot for responsible AI in inaugural transparency report,https://www.theverge.com/2024/5/2/24147573/microsoft-ai-transparency-responsible-ignore-mario,0.63177514,0.061360195
234,"Over 400 million Google accounts have used passkeys, but our passwordless future remains elusive",https://www.theverge.com/2024/5/2/24147030/google-passkey-passwordless-authentication-400-million-accounts,0.73871595,-0.031383738
235,The Flextail Tiny Bike Pump is a solid pump half the time,https://www.theverge.com/24146158/flextail-tiny-bike-pump-review-specs,0.32558188,-0.0218736
236,"As Google’s antitrust trial wraps, DOJ seeks sanctions over missing messages",https://www.theverge.com/2024/5/3/24148558/google-search-antitrust-day-2-closing-arguments,0.5701288,0.042387165
237,Meta is quietly winning the AI wearable race,https://www.theverge.com/2024/5/3/24148513/meta-rayban-smart-glasses-ai-wearable-race,0.46012834,0.072652765
238,Microsoft needs some time to ‘refine’ updates for Copilot AI in Windows,https://www.theverge.com/2024/5/3/24148473/windows-11-insider-copilot-preview-beta-dev-channel,0.5887001,-0.09469172
239,Google bans advertisers from promoting deepfake porn services,https://www.theverge.com/2024/5/3/24148368/google-ad-policy-deepfake-pornography-nudes,0.5666386,0.043927297
240,LG’s quirky briefcase TV is nearly matching its best price to date,https://www.theverge.com/2024/5/3/24147594/lg-stanbyme-go-briefcase-tv-paramount-plus-showtime-deal-sale,0.57458687,-0.003289789
241,"Fisker stiffed the engineering firm developing its low-cost EV and pickup truck, lawsuit claims | TechCrunch",https://techcrunch.com/2024/05/03/fisker-pear-alaska-lawsuit-engineering-class-action/,0.49909064,0.06237996
242,"Luminar, maker of lidar for autonomous driving, lays off 20 percent of its workforce",https://www.theverge.com/2024/5/3/24148395/luminar-lidar-layoff-outsource-autonomous-vehicle,0.4319157,0.051062956
243,"Dolphin Progress Report Tenth Anniversary Special: February, March, and April 2024","https://dolphin-emu.org/blog/2024/04/30/dolphin-progress-report-february-march-and-april-2024/#:~:text=your%20Wii%20Remote.-,HDR%20Enhancements,-%3A%205.0%2D19931",0.41214967,0.13206871
244,Here’s the letter from 14 senators slamming TSA facial recognition in airports,https://www.theverge.com/2024/5/3/24148346/tsa-facial-recognition-airports-us-senators-oversight,0.528631,0.009141482
245,More details emerge about Apple’s plans for AI in iOS 18,https://www.theverge.com/2024/5/3/24148282/apple-ai-iphone-ios-18-plans-ajax,0.5253827,0.029078994
246,DoorDash won’t let you tip NYC drivers without the app,https://www.theverge.com/2024/5/3/24148152/doordash-drivers-nyc-tipping-minimum-wage,0.30120656,-0.0863397
247,"Best printer 2024, best printer for home use, office use, printing labels, printer for school, homework printer you are a printer we are all printers",https://www.theverge.com/2024/4/2/24117976/best-printer-2024-home-use-office-use-labels-school-homework,0.4762972,0.11213021
248,and probably all women of a certain generation,https://www.youtube.com/watch?v=OkvEephr9dk,0.46280766,0.08353601
249,Tesla’s Supercharger layoffs couldn’t have come at a worse time,https://www.theverge.com/2024/5/3/24147402/tesla-supercharger-layoffs-stalled-ev-infrastructure-projects,0.6334341,-0.029573735
250,Hisense is launching a $999 CanvasTV as a cheaper rival to Samsung’s Frame,https://www.theverge.com/2024/5/3/24148080/hisense-cheaper-canvastv-samsung-frame,0.594344,-0.0120810205
251,The conspiracy theory behind Florida’s lab-grown meat ban,https://www.theverge.com/2024/5/3/24148099/florida-lab-grown-meat-ban-desantis,0.3970024,0.15068698
252,The Flextail Tiny Bike Pump is a solid pump half the time,https://www.theverge.com/24146158/flextail-tiny-bike-pump-review-specs,0.32558188,-0.0218736
253,How to get more space in your Google storage,https://www.theverge.com/22286339/google-drive-storage-more-space-how-to-photos-files,0.41986737,-0.01217141
254,Apple Watch ban: everything you need to know,https://www.theverge.com/24009254/apple-watch-itc-ban-patent-dispute,0.4482724,0.005142376
255,Trump Media auditor charged by SEC with ‘massive fraud’,https://www.washingtonpost.com/technology/2024/05/03/trump-media-auditor-borgers-suspended-permanently/,0.42059773,0.052739203
256,AT&T Turbo will boost your service for $7 per month,https://www.theverge.com/2024/5/3/24147641/att-turbo-prioritization-performance-data,0.42361188,-0.020440763
257,It’s clearly time: all the news about the transparent tech renaissance,https://www.theverge.com/23774468/clear-transparent-tech-gadgets-news-announcements-products,0.5351927,0.0881407
258,Read Satya Nadella’s Microsoft memo on putting security first,https://www.theverge.com/24148033/satya-nadella-microsoft-security-memo,0.50905824,0.062372662
259,Microsoft overhaul treats security as ‘top priority’ after a series of failures,https://www.theverge.com/2024/5/3/24147883/microsoft-security-priority-executive-compensation-goals,0.5119816,0.05472226
260,Biden grants automakers some flexibility on battery minerals in final EV tax credit rules,https://www.theverge.com/2024/5/3/24148003/ev-tax-credit-rule-battery-mineral-flexibility,0.5756906,-0.005549814
261,"On The Vergecast: AI gadgets, iPads, and antitrust",https://www.theverge.com/2024/5/3/24147941/rabbit-humane-ipad-ai-gadgets-openai-microsoft-google,0.5872797,0.14827624
262,"Nintendo DMCA takedown wipes over 8,500 Yuzu emulator copies",https://www.theverge.com/2024/5/3/24147936/nintendo-dmca-takedown-yuzu-emulator-copies,0.45142615,-0.001916727
263,Spotify leaks suggest lossless audio is almost ready,https://www.theverge.com/2024/5/3/24147887/spotify-hifi-lossless-audio-music-streaming-ui-leak,0.3766178,0.00980341
264,Multibillion-dollar Apple deal looms large in Google antitrust trial,https://www.theverge.com/2024/5/3/24147682/google-closing-arguments-search-distribution-trial-day-1,0.5516205,0.04110767
265,entitled to everything and a bag of chips,https://www.theverge.com/2024/4/12/24128531/epic-google-proposed-injunction-remedies,0.43196687,-0.022665143
266,Dkt. 958 Google's Objections to Epic's Proposed Injunction,http://bit.ly/49ZqetD,0.28056613,0.15933406
267,The Apple Vision Pro’s eBay prices are making me sad,https://www.theverge.com/2024/4/27/24142810/apple-vision-pro-ebay-low-prices,0.4549024,-0.058925923
268,"Manor Lords is slow and frustrating, and I can’t stop playing",https://www.theverge.com/24147616/manor-lords-steam-early-access,0.23814805,-0.051350538
269,Spotify leaks suggest lossless audio is almost ready,https://www.theverge.com/2024/5/3/24147887/spotify-hifi-lossless-audio-music-streaming-ui-leak,0.3766178,0.00980341
270,Tesla’s Supercharger layoffs couldn’t have come at a worse time,https://www.theverge.com/2024/5/3/24147402/tesla-supercharger-layoffs-stalled-ev-infrastructure-projects,0.6334342,-0.029573735
271,China’s water battery has almost double energy capacity than lithium cells,https://interestingengineering.com/energy/china-energy-dense-aqueous-batteries,0.5322721,0.03087902
272,Physicists just proved that the enemy of your enemy is indeed your friend,https://interestingengineering.com/science/social-balance-theory-proved,0.44674987,0.31328136
273,Chinese medicine-inspired venomous centipede could treat kidney disease,https://interestingengineering.com/health/chinese-medicine-venom-centipede-kidney,0.31613398,-0.022046663
274,Bajaj Auto set to unveil ‘world’s first’ CNG-fueled motorbike,https://interestingengineering.com/energy/bajaj-auto-set-to-unveil-worlds-first-cng-fueled-motorbike,0.38331938,-0.0005664285
275,Hubble Network achieves first-ever Bluetooth connection directly to space,https://interestingengineering.com/innovation/bluetooth-connection-space-hubble-network,0.39645952,-0.002794832
276,Lab to life: Chemists craft new compound conquering 120-year-old quest,https://interestingengineering.com/science/researchers-crack-120-year-old-problem-with-newompound,0.38054234,0.22313812
277,"Transparent filter with 10,000-pixel power turns phone into pro camera",https://interestingengineering.com/innovation/ucla-device-glare-free-images,0.37104595,0.12194613
278,Tiny tool: Microneedles that can bend and stretch to redefine healthcare,https://interestingengineering.com/health/flexible-microneedles-redefine-healthcare,0.38948238,0.15771908
279,Abzats: Russia deploys AI-powered tiny trucks to jam Ukrainian drones,https://interestingengineering.com/innovation/russia-deploys-new-abzat-autonomous-drone-jamming-drone,0.6626849,0.007629888
280,"Ola Krutrim Takes On Microsoft Azure and AWS, Launches AI Cloud Platform",https://analyticsindiamag.com/ola-krutrim-takes-on-microsoft-azure-and-aws-launches-ai-cloud-platform/,0.55022573,-0.016248222
281,New Relic and Atlassian Deliver the First Observability Integration for Incidents Tab in Jira,https://analyticsindiamag.com/new-relic-and-atlassian-deliver-the-first-observability-integration-for-incidents-tab-in-jira/,0.37396836,0.041708052
282,"Oracle Launches Database 23ai, Brings AI Power to Enterprise Data",https://analyticsindiamag.com/oracle-launches-database-23ai-brings-ai-power-to-enterprise-data/,0.54140496,0.053560257
283,Meta Spends $30 Billion on a Million NVIDIA GPUs to Train its AI Models,https://analyticsindiamag.com/meta-spends-30-billion-on-a-million-nvidia-gpus-to-train-its-ai-models/,0.5746959,0.06359412
284,PyTorch Enables Llama 2 & 3 to Run on Smartphones with Zero Code,https://analyticsindiamag.com/pytorch-enables-llama-2-3-to-run-on-smartphones-with-zero-code/,0.5462225,-0.0068592783
285,Retired Air Marshal joins Synergy Quantum to Drive Growth,https://analyticsindiamag.com/retired-air-marshal-joins-synergy-quantum-to-drive-growth/,0.50536585,0.07330468
286,Building a One Person $1 Bn Company is Now Possible,https://analyticsindiamag.com/building-a-one-person-1-bn-company-is-now-possible/,0.58203685,0.10201731
287,American Express Inaugurates Largest Global Office in Gurugram,https://analyticsindiamag.com/american-express-inaugurates-largest-global-office-in-gurugram/,0.47206813,0.030649198
288,India Can Build Five GPT-4 Models Simultaneously on Yotta Infrastructure,https://analyticsindiamag.com/india-can-build-five-gpt-4-models-simultaneously-on-yotta-infrastructure/,0.56127274,-0.033296894
289,World’s First Commissioned Music Video Created by OpenAI Sora Looks Awfully Nice (Not!),https://analyticsindiamag.com/worlds-first-commissioned-music-video-created-by-openai-sora-looks-awfully-nice-not/,0.49185443,0.11443087
290,"Bloomberg Partners With AppliedXL, To Use AI in Generating Stories for Terminal Users",https://analyticsindiamag.com/bloomberg-partners-with-appliedxl-to-use-ai-in-generating-stories-for-terminal-users/,0.53217614,0.1273778
291,Denodo Partners with SITL to Provide Enterprises with Data Fabric and Data Mesh Capabilities,https://analyticsindiamag.com/denodo-partners-with-sitl-to-provide-enterprises-with-data-fabric-and-data-mesh-capabilities/,0.5173234,0.106367305
292,"Atlassian Unveils Rovo, a new AI-Powered Knowledge Discovery Tool for Enterprise",https://analyticsindiamag.com/atlassian-unveils-rovo-a-new-ai-powered-tool-to-unlock-enterprise-knowledge/,0.542694,0.12050205
293,AWS Collaborates With ShellKode to Train 1 Lakh Women Developers in GenAI,https://analyticsindiamag.com/aws-collaborates-with-shellkode-to-train-1-lakh-women-developers-in-genai/,0.5679532,0.10021472
294,IBM Expands Software Availability to 92 Countries in AWS Marketplace,https://analyticsindiamag.com/ibm-expands-software-availability-to-92-countries-in-aws-marketplace/,0.5538007,-0.061452724
295,Elon Musk’s AI Startup xAI Expands to Japan,https://analyticsindiamag.com/elon-musks-ai-startup-xai-expands-to-japan/,0.6903821,0.08500718
296,Microsoft to Power General Purpose Humanoid Robots with Sanctuary AI,https://analyticsindiamag.com/microsoft-to-power-general-purpose-humanoid-robots-with-sanctuary-ai/,0.5808221,0.13162792
297,Securonix Introduces Securonix EON to Combat AI-Driven Cyber Threats,https://analyticsindiamag.com/securonix-introduces-securonix-eon-to-combat-ai-driven-cyber-threats/,0.5679693,0.12265779
298,"“I don’t care if we burn $50 billion a year, we’re building AGI,” says Sam Altman",https://analyticsindiamag.com/i-dont-care-if-we-burn-50-billion-a-year-were-building-agi-says-sam-altman/,0.7415501,0.109679386
299,Google’s New Feature Lets Users Chat with Gemini Directly in Chrome’s Search Bar,https://analyticsindiamag.com/googles-new-feature-lets-users-chat-with-gemini-directly-in-chromes-search-bar/,0.5319315,0.03596258
300,"Gyan AI Unveils Smaller-Scale Maths LLM, Paramanu-Ganita, Outperforming LLama, Falcon",https://analyticsindiamag.com/gyan-ai-unveils-smaller-scale-maths-llm-paramanu-ganita-outperforming-llama-falcon/,0.5714307,0.10847853
301,"SML Unveils Hanooman, Sets Ola Krutrim On Fire",https://analyticsindiamag.com/sml-unveils-hanooman-sets-ola-krutrim-on-fire/,0.5651521,0.030911127
302,Broadcom Tries to Simplify VMware Portfolio and Licensing,https://analyticsindiamag.com/broadcom-tries-to-simplify-vmware-portfolio-and-licensing/,0.50272703,-0.019752298
303,MongoDB Partners with Cohere to Elevate Enterprise GenAI Through MAAP,https://analyticsindiamag.com/mongodb-partners-with-cohere-to-elevate-enterprise-genai-through-maap/,0.5065093,0.044566814
304,Confluent Unveils New Capabilities to Simplify AI and Stream Processing,https://analyticsindiamag.com/confluent-unveils-new-capabilities-to-simplify-ai-and-stream-processing/,0.46428376,0.07716554
305,Anthropic Unveils Claude 3 Team Plan for Enterprise Collaboration,https://analyticsindiamag.com/anthropic-unveils-claude-3-team-plan-for-enterprise-collaboration/,0.56520796,0.050138086
306,PyTorch Releases ExecuTorch Alpha for Deploying LLMs for Edge Devices,https://analyticsindiamag.com/pytorch-releases-executorch-alpha-for-deploying-llms-for-edge-devices/,0.48858693,-0.02861962
